Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334	257	-132.0	132	39334
258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438	258	-104.0	104	39438
259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574	259	-136.0	136	39574
260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680	260	-106.0	106	39680
261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832	261	-152.0	152	39832
262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936	262	-104.0	104	39936
263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046	263	-110.0	110	40046
264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150	264	-104.0	104	40150
265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254	265	-104.0	104	40254
266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348	266	-94.0	94	40348
267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461	267	-113.0	113	40461
268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565	268	-104.0	104	40565
269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669	269	-104.0	104	40669
270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773	270	-104.0	104	40773
271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877	271	-104.0	104	40877
272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982	272	-105.0	105	40982
273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086	273	-104.0	104	41086
274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175	274	-89.0	89	41175
275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280	275	-105.0	105	41280
276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385	276	-105.0	105	41385
277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490	277	-105.0	105	41490
278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628	278	-138.0	138	41628
279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733	279	-105.0	105	41733
280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838	280	-105.0	105	41838
281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942	281	-104.0	104	41942
282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047	282	-105.0	105	42047
283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151	283	-104.0	104	42151
284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255	284	-104.0	104	42255
285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360	285	-105.0	105	42360
286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464	286	-104.0	104	42464
287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573	287	-109.0	109	42573
288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713	288	-140.0	140	42713
289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820	289	-107.0	107	42820
290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952	290	-132.0	132	42952
291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057	291	-105.0	105	43057
292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193	292	-136.0	136	43193
293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312	293	-119.0	119	43312
294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463	294	-151.0	151	43463
295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568	295	-105.0	105	43568
296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672	296	-104.0	104	43672
297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777	297	-105.0	105	43777
298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881	298	-104.0	104	43881
299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023	299	-142.0	142	44023
